             -3 lmp:    -6.082560 ref:    -7.393732 err:   -17.733561 %
             -2 lmp:    -6.288694 ref:    -7.455219 err:   -15.647095 %
             -1 lmp:    -6.448471 ref:    -7.490045 err:   -13.906106 %
              0 lmp:    -6.567397 ref:    -7.502191 err:   -12.460280 %
              1 lmp:    -6.649786 ref:    -7.492796 err:   -11.250939 %
              2 lmp:    -6.701406 ref:    -7.467433 err:   -10.258239 %
              3 lmp:    -6.725889 ref:    -7.419186 err:    -9.344645 %
              4 lmp:    -6.726550 ref:    -7.354579 err:    -8.539297 %
              5 lmp:    -6.706349 ref:    -7.274933 err:    -7.815655 %
              6 lmp:    -6.667741 ref:    -7.182080 err:    -7.161426 %
              7 lmp:    -6.612944 ref:    -7.077292 err:    -6.561104 %
              8 lmp:    -6.543975 ref:    -6.962258 err:    -6.007867 %
              9 lmp:    -6.462667 ref:    -6.838045 err:    -5.489554 %
             10 lmp:    -6.370679 ref:    -6.706752 err:    -5.010968 %
           bulk lmp:    -6.269516 ref:   211.974333 err:  -102.957677 %
            pxx lmp:    -6.160539 ref:     1.000000 err:  -716.053889 %
            -10 lmp:    -6.044979 ref:    -4.975033 err:    21.506300 %
             -9 lmp:    -5.923945 ref:    -5.234831 err:    13.164014 %
             -8 lmp: 155632.973316 ref:    -5.457426 err: -2851865.262924 %
             -7 lmp:    -5.631265 ref:    -5.645024 err:    -0.243739 %
             -6 lmp:    -5.772146 ref:    -5.800134 err:    -0.482534 %
             -5 lmp:    -5.886205 ref:    -5.924814 err:    -0.651653 %
             -4 lmp:    -5.975391 ref:    -6.028110 err:    -0.874558 %
             -3 lmp:    -6.041559 ref:    -6.098735 err:    -0.937496 %
             -2 lmp:    -6.086476 ref:    -6.145750 err:    -0.964467 %
             -1 lmp:    -6.111819 ref:    -6.171979 err:    -0.974730 %
              0 lmp:    -6.119178 ref:    -6.179030 err:    -0.968621 %
              1 lmp:    -6.110135 ref:    -6.169264 err:    -0.958449 %
              2 lmp:    -6.086399 ref:    -6.143980 err:    -0.937193 %
              3 lmp:    -6.049589 ref:    -6.104593 err:    -0.901027 %
              4 lmp:    -6.001185 ref:    -6.051995 err:    -0.839568 %
              5 lmp:    -5.942516 ref:    -5.987193 err:    -0.746210 %
              6 lmp:    -5.874741 ref:    -5.912151 err:    -0.632765 %
              7 lmp:    -5.799222 ref:    -5.827155 err:    -0.479367 %
              8 lmp:    -5.716861 ref:    -5.733620 err:    -0.292295 %
              9 lmp:    -5.628593 ref:    -5.632189 err:    -0.063839 %
             10 lmp:    -5.535273 ref:    -5.523990 err:     0.204244 %
           bulk lmp:    -5.437677 ref:   237.941567 err:  -102.285299 %
            pxx lmp:    -5.336510 ref:     1.000000 err:  -633.651030 %
            -10 lmp:    -5.232414 ref:    -6.649534 err:   -21.311578 %
             -9 lmp: 329592.317256 ref:    -7.019595 err: -4695418.079339 %
             -8 lmp:    -7.938352 ref:    -7.331806 err:     8.272809 %
             -7 lmp:    -8.101081 ref:    -7.591879 err:     6.707202 %
             -6 lmp:    -8.219156 ref:    -7.807456 err:     5.273165 %
             -5 lmp:    -8.297109 ref:    -7.982862 err:     3.936526 %
             -4 lmp:    -8.339108 ref:    -8.120125 err:     2.696785 %
             -3 lmp:    -8.348977 ref:    -8.221870 err:     1.545965 %
             -2 lmp:    -8.330259 ref:    -8.291067 err:     0.472702 %
             -1 lmp:    -8.286202 ref:    -8.328917 err:    -0.512844 %
              0 lmp:    -8.220543 ref:    -8.340704 err:    -1.440656 %
              1 lmp:    -8.135815 ref:    -8.328652 err:    -2.315336 %
              2 lmp:    -8.034585 ref:    -8.296719 err:    -3.159490 %
              3 lmp:    -7.919171 ref:    -8.241255 err:    -3.908194 %
              4 lmp:    -7.791660 ref:    -8.168262 err:    -4.610552 %
              5 lmp:    -7.653929 ref:    -8.079792 err:    -5.270716 %
              6 lmp:    -7.507663 ref:    -7.977391 err:    -5.888242 %
              7 lmp:    -7.354373 ref:    -7.862763 err:    -6.465786 %
              8 lmp:    -7.195411 ref:    -7.737272 err:    -7.003252 %
              9 lmp:    -7.031985 ref:    -7.602089 err:    -7.499304 %
             10 lmp:    -6.865173 ref:    -7.458099 err:    -7.950097 %
           bulk lmp:    -6.695932 ref:   230.818417 err:  -102.900952 %
            pxx lmp:    -6.525114 ref:     1.000000 err:  -752.511417 %
            -10 lmp: 82028.235061 ref:    -5.726201 err: -1432607.051911 %
             -9 lmp:    -5.950087 ref:    -6.014143 err:    -1.065099 %
             -8 lmp:    -6.298599 ref:    -6.260294 err:     0.611868 %
             -7 lmp:    -6.588973 ref:    -6.466918 err:     1.887382 %
             -6 lmp:    -6.826642 ref:    -6.635926 err:     2.873990 %
             -5 lmp:    -7.016610 ref:    -6.776320 err:     3.546024 %
             -4 lmp:    -7.163487 ref:    -6.883721 err:     4.064167 %
             -3 lmp:    -7.271517 ref:    -6.963101 err:     4.429287 %
             -2 lmp:    -7.344601 ref:    -7.016228 err:     4.680193 %
             -1 lmp:    -7.386327 ref:    -7.045349 err:     4.839764 %
              0 lmp:    -7.399991 ref:    -7.052654 err:     4.924915 %
              1 lmp:    -7.388653 ref:    -7.040737 err:     4.941473 %
              2 lmp:    -7.355265 ref:    -7.011153 err:     4.908053 %
              3 lmp:    -7.302542 ref:    -6.966166 err:     4.828696 %
              4 lmp:    -7.232942 ref:    -6.906712 err:     4.723367 %
              5 lmp:    -7.148686 ref:    -6.834401 err:     4.598572 %
              6 lmp:    -7.051781 ref:    -6.750093 err:     4.469390 %
              7 lmp:    -6.944035 ref:    -6.655307 err:     4.338317 %
              8 lmp:    -6.827078 ref:    -6.539975 err:     4.389972 %
              9 lmp:    -6.702376 ref:    -6.427049 err:     4.283879 %
             10 lmp:    -6.571246 ref:    -6.307005 err:     4.189639 %
           bulk lmp:    -6.434869 ref:   187.256317 err:  -103.436396 %
            pxx lmp: 216701.857846 ref:     1.000000 err: 21670085.784642 %
            -10 lmp:    -6.490635 ref:    -5.409949 err:    19.975905 %
             -9 lmp:    -6.601927 ref:    -5.666249 err:    16.513174 %
             -8 lmp:    -6.686997 ref:    -5.865671 err:    14.002249 %
             -7 lmp:    -6.747482 ref:    -6.052551 err:    11.481615 %
             -6 lmp:    -6.784992 ref:    -6.205698 err:     9.334875 %
             -5 lmp:    -6.801107 ref:    -6.329239 err:     7.455368 %
             -4 lmp:    -6.797421 ref:    -6.430358 err:     5.708282 %
             -3 lmp:    -6.776031 ref:    -6.505978 err:     4.150846 %
             -2 lmp:    -6.739172 ref:    -6.558219 err:     2.759175 %
             -1 lmp:    -6.688858 ref:    -6.588686 err:     1.520361 %
              0 lmp:    -6.626895 ref:    -6.599094 err:     0.421283 %
              1 lmp:    -6.554907 ref:    -6.590504 err:    -0.540133 %
              2 lmp:    -6.474344 ref:    -6.555238 err:    -1.234034 %
              3 lmp:    -6.386506 ref:    -6.523843 err:    -2.105157 %
              4 lmp:    -6.292552 ref:    -6.473611 err:    -2.796885 %
              5 lmp:    -6.193516 ref:    -6.422028 err:    -3.558245 %
              6 lmp:    -6.090319 ref:    -6.360342 err:    -4.245409 %
              7 lmp:    -5.983778 ref:    -6.289749 err:    -4.864608 %
              8 lmp:    -5.874617 ref:    -6.222020 err:    -5.583450 %
              9 lmp:    -5.763477 ref:    -6.132245 err:    -6.013587 %
             10 lmp:    -5.650924 ref:    -6.061970 err:    -6.780740 %
    MoTa_void10 lmp:    -6.529043 ref:    -7.332998 err:   -10.963524 %
    MoTa_void01 lmp:    -6.474344 ref:    -7.172130 err:    -9.729126 %
    MoTa_void11 lmp:    -6.260318 ref:    -7.019347 err:   -10.813377 %
