NbMo_surf100_stacking6 lmp:    -6.429574 ref:    -6.476776 err:    -0.728782 %
NbMo_surf100_stacking7 lmp:    -6.515888 ref:    -6.573264 err:    -0.872866 %
NbMo_surf100_stacking8 lmp:    -6.616242 ref:    -6.676213 err:    -0.898281 %
NbMo_surf100_stacking9 lmp:    -6.681319 ref:    -6.746766 err:    -0.970054 %
NbMo_surf100_stacking10 lmp:    -6.700866 ref:    -6.768027 err:    -0.992322 %
NbMo_surf110_stacking0 lmp:    -6.541481 ref:    -6.711179 err:    -2.528587 %
NbMo_surf110_stacking1 lmp:    -6.523546 ref:    -6.692076 err:    -2.518349 %
NbMo_surf110_stacking2 lmp:    -6.463068 ref:    -6.619081 err:    -2.357007 %
NbMo_surf110_stacking3 lmp:    -6.373956 ref:    -6.510980 err:    -2.104496 %
NbMo_surf110_stacking4 lmp:    -6.301590 ref:    -6.404832 err:    -1.611948 %
NbMo_surf110_stacking5 lmp:    -6.283114 ref:    -6.359907 err:    -1.207453 %
NbMo_surf110_stacking6 lmp:    -6.301593 ref:    -6.404832 err:    -1.611887 %
NbMo_surf110_stacking7 lmp:    -6.373964 ref:    -6.510980 err:    -2.104376 %
NbMo_surf110_stacking8 lmp:    -6.463075 ref:    -6.619081 err:    -2.356907 %
NbMo_surf110_stacking9 lmp:    -6.523549 ref:    -6.692076 err:    -2.518297 %
NbMo_surf110_stacking10 lmp:    -6.541481 ref:    -6.711179 err:    -2.528587 %
NbMo_surf111_stacking0 lmp:    -6.262521 ref:    -6.415781 err:    -2.388804 %
NbMo_surf111_stacking1 lmp:    -6.203808 ref:    -6.312362 err:    -1.719702 %
NbMo_surf111_stacking2 lmp:    -5.986111 ref:    -6.067715 err:    -1.344892 %
NbMo_surf111_stacking3 lmp:    -5.543303 ref:    -5.642880 err:    -1.764648 %
NbMo_surf111_stacking4 lmp:    -4.936702 ref:    -4.900879 err:     0.730937 %
NbMo_surf111_stacking5 lmp:    -4.621788 ref:    -4.432218 err:     4.277093 %
NbMo_surf111_stacking6 lmp:    -4.936697 ref:    -4.900119 err:     0.746467 %
NbMo_surf111_stacking7 lmp:    -5.543297 ref:    -5.641944 err:    -1.748453 %
NbMo_surf111_stacking8 lmp:    -5.986109 ref:    -6.066638 err:    -1.327421 %
NbMo_surf111_stacking9 lmp:    -6.203807 ref:    -6.314634 err:    -1.755076 %
NbMo_surf111_stacking10 lmp:    -6.262521 ref:    -6.415781 err:    -2.388808 %
NbW_surf100_stacking0 lmp:    -7.527030 ref:    -7.559900 err:    -0.434793 %
NbW_surf100_stacking1 lmp:    -7.498423 ref:    -7.533107 err:    -0.460412 %
NbW_surf100_stacking2 lmp:    -7.407809 ref:    -7.446312 err:    -0.517071 %
NbW_surf100_stacking3 lmp:    -7.271799 ref:    -7.315626 err:    -0.599084 %
NbW_surf100_stacking4 lmp:    -7.138994 ref:    -7.194107 err:    -0.766084 %
NbW_surf100_stacking5 lmp:    -7.091280 ref:    -7.142028 err:    -0.710546 %
NbW_surf100_stacking6 lmp:    -7.138994 ref:    -7.194090 err:    -0.765844 %
NbW_surf100_stacking7 lmp:    -7.271799 ref:    -7.315623 err:    -0.599048 %
NbW_surf100_stacking8 lmp:    -7.407809 ref:    -7.446315 err:    -0.517111 %
NbW_surf100_stacking9 lmp:    -7.498423 ref:    -7.533106 err:    -0.460400 %
NbW_surf100_stacking10 lmp:    -7.527030 ref:    -7.559900 err:    -0.434791 %
NbW_surf110_stacking0 lmp:    -7.373676 ref:    -7.511367 err:    -1.833110 %
NbW_surf110_stacking1 lmp:    -7.345648 ref:    -7.482440 err:    -1.828179 %
NbW_surf110_stacking2 lmp:    -7.257790 ref:    -7.391785 err:    -1.812760 %
NbW_surf110_stacking3 lmp:    -7.125270 ref:    -7.255470 err:    -1.794502 %
NbW_surf110_stacking4 lmp:    -6.988032 ref:    -7.124402 err:    -1.914115 %
NbW_surf110_stacking5 lmp:    -6.934219 ref:    -7.067497 err:    -1.885794 %
NbW_surf110_stacking6 lmp:    -6.988027 ref:    -7.124402 err:    -1.914194 %
NbW_surf110_stacking7 lmp:    -7.125262 ref:    -7.255470 err:    -1.794608 %
NbW_surf110_stacking8 lmp:    -7.257784 ref:    -7.391785 err:    -1.812838 %
NbW_surf110_stacking9 lmp:    -7.345645 ref:    -7.482440 err:    -1.828219 %
NbW_surf110_stacking10 lmp:    -7.373676 ref:    -7.511368 err:    -1.833124 %
NbW_surf111_stacking0 lmp:    -7.025789 ref:    -7.170274 err:    -2.015052 %
NbW_surf111_stacking1 lmp:    -6.941427 ref:    -7.056206 err:    -1.626643 %
NbW_surf111_stacking2 lmp:    -6.658473 ref:    -6.755599 err:    -1.437708 %
NbW_surf111_stacking3 lmp:    -6.116443 ref:    -6.214322 err:    -1.575052 %
